dataset,layer,mean_gold_logit,mean_gold_margin,mean_gold_prob,mean_gold_rank,mean_median_gold_rank,mean_token_count,median_gold_margin,median_gold_rank,method,n_rows,n_samples,receiver_prompt_mode,token_group
hotpotqa,25,4.6750665144486865,-8.036866994750447,0.10787762961558836,6559.74232616342,3430.453125,4.140625,-8.04443359375,1883.0,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,26,4.996200391430875,-7.729590053475781,0.10428625422277688,6052.682300121754,3283.484375,4.140625,-7.169695172991071,1108.225,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,27,5.612158880192479,-7.861424470051029,0.1233076438460331,6523.8855722402595,3042.484375,4.140625,-7.2466517857142865,584.9,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,28,6.185585860875777,-7.997016635911289,0.12621049327647868,6172.08298160173,2365.3515625,4.140625,-7.80859375,607.3666666666667,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,29,7.864148002063042,-10.132158181987284,0.1606536915862604,6360.6246516504325,2273.7421875,4.140625,-10.138764880952381,382.3666666666667,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,30,8.0183964997659,-9.359519870972736,0.16552102164072452,5831.986372091451,1894.671875,4.140625,-9.260811941964285,518.9375,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,31,8.6502275045816,-8.138169791481712,0.19080024450952188,5108.867901109309,1643.6640625,4.140625,-8.537760416666668,349.8333333333333,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,32,9.51986383875727,-7.2216394333612355,0.2155054880883108,4527.797617356603,1104.6953125,4.140625,-7.278645833333333,200.24166666666667,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,33,11.008564527107009,-5.709603974313446,0.27552027555350955,2664.060257711039,755.90625,4.140625,-5.868489583333334,121.625,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,34,10.688953836449297,-3.0814081258071964,0.28175629831475374,1392.4057494588742,449.1796875,4.140625,-2.9208333333333334,49.07142857142857,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,35,19.48384170201949,-8.732747177850634,0.12582904738145392,1536.0621533414499,753.4609375,4.140625,-8.135416666666668,355.625,mse_then_ce,64,64,context_aware,all_answer_tokens
hotpotqa,0,1.7487024731106227,-14.93839333852132,7.1405079821762456e-06,86287.8997829861,87215.8125,2.375,-14.5068359375,90614.41666666666,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,1,1.9648640950520835,-15.513776312934027,2.47410903421414e-06,97418.84223090278,98647.7890625,2.375,-15.578255208333333,98738.0,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,2,1.8267013125949438,-15.264921951293944,9.653944087890979e-06,99089.505078125,99119.0546875,2.375,-14.750325520833332,100273.0,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,3,1.7793694390190973,-14.883987765842015,1.5013278565192484e-05,98438.95325520834,98145.1484375,2.375,-14.697330729166666,97786.5,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,4,1.7759995990329318,-11.835013855828182,4.6567087787148024e-05,89872.30746527777,89390.5546875,2.375,-12.366607666015625,83806.75,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,5,2.0360709720187717,-9.844560538397896,6.766644663187767e-05,66490.91549479165,63429.1796875,2.375,-9.553385416666668,58455.83333333333,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,6,1.9434683005015057,-10.161815987692938,6.098966262876218e-05,61786.05746527778,58636.0234375,2.375,-10.109375,55751.0,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,7,2.026825735304091,-9.878548071119521,8.636660718849033e-05,54158.583203125,51411.453125,2.375,-9.594140625,46692.16666666667,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,8,2.470831383599176,-10.209924909803602,9.62793675913104e-05,54444.26332465277,50627.78125,2.375,-10.545355902777779,46303.0,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,9,2.937863053215875,-10.599148665534125,0.00032946998040398997,57731.08658854167,55041.1875,2.375,-10.959635416666668,53873.6,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,10,3.3898251003689235,-9.823193020290798,0.0004831288126920529,52546.00190972221,48479.578125,2.375,-10.359375,46458.0,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,11,2.9489366107516815,-9.048391405741375,0.00013681870993526105,47846.142751736115,44352.9609375,2.375,-9.249298095703125,42665.83333333333,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,12,3.1052043702867294,-9.057965660095215,0.00021881817032275977,49940.67864583333,47611.8671875,2.375,-9.267822265625,44070.66666666667,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,13,2.801197603013781,-9.017940309312609,0.0005064984136604185,45445.21223958333,43206.1875,2.375,-9.124837239583332,30884.0,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,14,2.306395800908407,-8.98453573120965,0.0004470147453766958,48910.0439236111,44317.53125,2.375,-9.48046875,40033.625,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,15,2.092022344801161,-8.224999682108562,0.0011525482076759433,44204.98550347222,40592.6171875,2.375,-8.62109375,33372.875,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,16,2.237143601311578,-7.552778816223145,0.0009027041834688498,31936.11184895834,28279.640625,2.375,-7.744140625,25367.75,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,17,1.7971102608574763,-7.203803910149468,0.0009450602570940047,31153.662760416668,27746.875,2.375,-7.380859375,19906.0,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,18,1.8092726283603242,-7.662610509660508,0.0023273585111489065,30473.007421875,26943.671875,2.375,-7.9888916015625,20287.083333333336,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,19,1.6656310187445749,-7.685089196099175,0.0023884461964980585,29884.969010416666,27182.3125,2.375,-7.649495442708334,15905.333333333332,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,20,1.4012799157036682,-7.4888310326470275,0.004524693474769205,29418.07465277777,26365.5703125,2.375,-7.420572916666666,12353.0,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,21,1.9191664801703556,-7.977052052815754,0.0075261469769447725,26278.657465277778,23643.0625,2.375,-8.055419921875,12095.75,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,22,2.5913219028049044,-7.603648800320095,0.02064545466776276,16736.025520833333,14708.1796875,2.375,-7.880208333333334,4690.0,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,23,3.368581093682183,-7.783740954928928,0.043176692604219434,10507.127083333333,9397.9296875,2.375,-7.888671875,1729.375,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,24,3.283243264092339,-6.82109972635905,0.05001418720739263,7331.709288194444,6289.4921875,2.375,-6.37890625,810.1666666666667,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,25,4.192680782741971,-8.724965159098309,0.09227362038634898,7748.851996527779,6355.6875,2.375,-8.75439453125,709.6666666666667,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,26,4.5147341410319015,-8.2825070699056,0.08395979696437818,7041.339887152777,5705.015625,2.375,-7.808919270833334,586.1666666666667,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,27,5.17098503112793,-8.373231548733182,0.10834878987795463,6951.77482638889,5227.8203125,2.375,-7.7412109375,297.5,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,28,5.886447313096788,-8.349012756347657,0.11254451778181654,6121.511111111112,4394.6875,2.375,-8.219270833333333,232.5,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,29,7.560943433973525,-10.975750901963977,0.1421908252876659,6439.6923611111115,4487.53125,2.375,-9.275390625,113.16666666666667,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,30,7.919035169813368,-9.937871297200521,0.14915098284196004,6122.972743055555,4143.28125,2.375,-7.8662109375,103.5,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,31,8.478135681152343,-8.591433546278212,0.16861325756241885,5444.555989583334,3516.859375,2.375,-8.395833333333334,122.83333333333333,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,32,9.23152804904514,-7.667780219184028,0.2008615193687829,4649.268706597222,2609.8125,2.375,-7.522135416666666,114.5,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,33,10.002197943793403,-6.791910129123265,0.23681887855427414,3043.457335069444,1882.8125,2.375,-6.8583984375,61.333333333333336,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,34,9.428566869099935,-4.092971759372286,0.2459436966630354,1956.6320312499995,1277.5546875,2.375,-3.703125,41.5,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,35,17.64361334906684,-11.234793768988716,0.055269571644185056,2019.764670138889,1463.15625,2.375,-10.5625,492.0,mse_then_ce,64,64,context_aware,critical_tokens
hotpotqa,0,1.0253143310546875,-13.326248168945312,1.4815568788262637e-06,101994.328125,101994.328125,1.0,-13.888671875,118386.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,1,0.07047271728515625,-16.824058532714844,2.464813819481164e-07,116234.515625,116234.515625,1.0,-16.749267578125,141087.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,2,-0.07415771484375,-17.05657958984375,1.7795224585396625e-07,118575.546875,118575.546875,1.0,-16.88623046875,143022.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,3,0.1846923828125,-17.3094482421875,3.182362130440594e-07,116979.296875,116979.296875,1.0,-16.763671875,139773.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,4,0.443389892578125,-12.797821044921875,1.3043761020802925e-06,110606.84375,110606.84375,1.0,-12.525390625,131468.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,5,1.3866634368896484,-9.670953750610352,8.440459457869504e-06,82493.90625,82493.90625,1.0,-9.0078125,74448.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,6,1.7907943725585938,-9.974830627441406,9.802739768603741e-06,69091.96875,69091.96875,1.0,-9.87890625,61271.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,7,1.8246002197265625,-9.761337280273438,7.899681459193342e-06,64234.421875,64234.421875,1.0,-9.37890625,48447.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,8,1.782318115234375,-11.009674072265625,1.2321452225478018e-05,69715.25,69715.25,1.0,-10.6484375,54930.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,9,2.5413055419921875,-11.474319458007812,0.00028229575504117596,70082.828125,70082.828125,1.0,-11.671875,71045.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,10,2.3885860443115234,-11.011804580688477,0.0004469447804232863,66321.3125,66321.3125,1.0,-10.203125,43732.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,11,1.9453887939453125,-10.024337768554688,8.17339811379187e-05,65248.078125,65248.078125,1.0,-9.265625,43728.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,12,1.973750114440918,-10.202031135559082,0.00017716013763079998,70242.859375,70242.859375,1.0,-9.390625,63073.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,13,2.0480194091796875,-10.352371215820312,0.0004535422212088851,63525.84375,63525.84375,1.0,-9.4921875,40351.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,14,1.29083251953125,-10.68865966796875,0.00031949539055338135,69446.21875,69446.21875,1.0,-10.224609375,61484.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,15,1.1267471313476562,-9.611534118652344,0.0010275559914574642,66132.359375,66132.359375,1.0,-9.09375,50815.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,16,1.3219451904296875,-8.406570434570312,0.0005756284593992078,57102.859375,57102.859375,1.0,-7.96875,36477.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,17,1.1446704864501953,-7.461774826049805,0.00033322453289219567,50649.765625,50649.765625,1.0,-7.62109375,31749.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,18,1.4476871490478516,-8.388738632202148,0.0015917687664197266,49032.65625,49032.65625,1.0,-8.53515625,30685.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,19,1.1714286804199219,-8.104938507080078,0.0002823198573059793,49020.34375,49020.34375,1.0,-7.76171875,26251.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,20,0.926971435546875,-7.943145751953125,0.00044357138540884744,43899.5625,43899.5625,1.0,-7.42578125,15998.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,21,1.767791748046875,-8.525177001953125,0.002540764344565294,27585.015625,27585.015625,1.0,-8.8125,8490.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,22,1.9264564514160156,-8.313777923583984,0.0064129200734237,15238.5625,15238.5625,1.0,-8.54296875,3508.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,23,2.120868682861328,-9.214092254638672,0.02167685566310502,11644.84375,11644.84375,1.0,-9.001953125,559.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,24,1.7139892578125,-8.0135498046875,0.026828090688336737,9082.265625,9082.265625,1.0,-7.40625,297.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,25,2.7394332885742188,-12.119941711425781,0.056465418224083526,9786.765625,9786.765625,1.0,-11.5703125,120.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,26,2.7665939331054688,-11.600593566894531,0.05251750352702521,8650.078125,8650.078125,1.0,-11.046875,133.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,27,2.9613037109375,-12.0162353515625,0.058950216577662674,9193.953125,9193.953125,1.0,-11.484375,127.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,28,3.23150634765625,-12.00189208984375,0.05888319868059436,9507.8125,9507.8125,1.0,-11.640625,132.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,29,4.353141784667969,-18.40076446533203,0.07171396574610975,9585.78125,9585.78125,1.0,-19.46875,203.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,30,4.6925506591796875,-16.477371215820312,0.07729364294695715,9157.84375,9157.84375,1.0,-18.0625,180.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,31,4.5355072021484375,-14.150039672851562,0.0772389660655465,8760.0,8760.0,1.0,-15.59375,314.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,32,4.84051513671875,-13.38995361328125,0.07720571996097379,8130.90625,8130.90625,1.0,-14.640625,281.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,33,4.990020751953125,-12.383026123046875,0.07971252763508191,5795.984375,5795.984375,1.0,-13.2734375,216.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,34,4.850269317626953,-7.471996307373047,0.04483235419993431,3438.640625,3438.640625,1.0,-7.09375,106.5,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,35,17.659423828125,-12.393310546875,0.09890607532822944,2707.203125,2707.203125,1.0,-11.25,230.0,mse_then_ce,64,64,context_aware,first_answer_token
hotpotqa,0,2.509381103515625,-10.056132289341518,9.45999276045146e-05,66516.54821428572,69701.78571428571,4.714285714285714,-10.36572265625,68216.65,mse_then_ce,14,14,context_aware,numeric_tokens
