variant,full_text_base_em,full_text_cf_em,full_text_paired,native_4b_base_em,native_4b_cf_em,native_4b_paired,raw_8b_base_em,raw_8b_cf_em,raw_8b_paired,writer_base_em,writer_cf_em,writer_mean_em,writer_paired,writer_switch_rate,shuffled_original_answer_em,shuffled_memory_answer_hit,k_mismatched_original_answer_em,v_mismatched_original_answer_em,zero_original_answer_em,reader_off_original_answer_em,route_kl,readout_cosine,writer_target_attention_mass,native_target_attention_mass,mean_em_recovery,paired_recovery
matched_task_only,0.96875,0.984375,0.96875,0.9375,0.90625,0.890625,0.8125,0.765625,0.703125,1.0,0.953125,0.9765625,0.953125,1.0,0.0,1.0,0.109375,0.015625,0.0,0.0,12.970875662027133,0.14149986056827402,0.030181552514928107,0.027956898365561145,1.411764705882353,1.3333333333333333
reader_aligned,0.96875,0.984375,0.96875,0.9375,0.90625,0.890625,0.8125,0.765625,0.703125,0.984375,1.0,0.9921875,0.984375,1.0,0.0,0.984375,0.109375,0.0,0.0,0.0,8.930978525223004,0.4549325748197993,0.029423033632995255,0.027956898365561145,1.5294117647058822,1.5
